1314, 22|1|45|32|19|, 32|1|45|45|19|1|22|19|19|22|22|1|22|45|45|32|22|32|45|19|32|32|22|1|1|32|1|1|32|22|32|45|32|45|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1268, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|45|32|22|32|45|19|32|32|22|1|1|32|1|1|32|22|32|45|32|45|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1231, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|45|32|22|32|19|19|32|32|22|1|1|32|1|1|32|22|32|45|32|45|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1211, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|45|32|22|32|19|19|32|32|22|1|1|32|1|1|32|22|32|45|32|19|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1186, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|45|32|22|32|19|19|32|32|22|1|1|32|1|1|19|22|32|45|32|32|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1167, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|1|1|32|1|1|19|22|32|45|32|32|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1156, 22|1|45|32|19|, 32|1|45|19|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|1|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1150, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|1|22|45|32|32|22|32|19|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1152, 22|1|45|32|19|, 32|1|45|1|19|1|22|19|19|22|22|19|22|45|32|32|22|32|1|19|45|32|22|19|1|32|1|1|1|22|32|45|32|32|19|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1320, 22|1|45|32|18|, 32|1|45|45|18|1|22|18|18|22|22|1|22|45|45|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|32|45|32|45|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1254, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|18|22|22|1|22|45|45|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|32|45|32|45|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1193, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|18|22|22|1|22|45|45|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|32|45|32|18|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1166, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|18|22|22|1|22|45|45|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|18|45|32|18|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1141, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|18|22|22|1|22|45|18|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|18|45|32|18|1|32|1|22|32|1|45|45|1|32|22|45|32|32|22|32|
1119, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|18|22|22|1|22|45|18|32|22|32|18|18|32|32|22|1|1|32|1|1|32|22|18|45|32|18|1|32|1|22|32|1|45|45|1|32|22|45|18|32|22|32|
1071, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|1|22|22|1|22|45|18|32|22|32|18|18|32|32|22|1|1|32|1|18|32|22|18|45|32|18|1|32|1|22|32|1|45|45|1|32|22|45|18|32|22|32|
1040, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|1|22|22|1|22|45|18|32|22|32|18|18|32|18|22|1|1|32|1|18|32|22|18|45|32|32|1|32|1|22|32|1|45|45|1|32|22|45|18|32|22|32|
1030, 22|1|45|32|18|, 32|1|45|18|18|1|22|18|1|22|22|1|22|45|18|32|22|32|18|18|32|18|22|1|1|32|18|18|32|22|18|45|32|32|1|32|1|22|32|1|45|45|1|32|22|45|18|32|22|32|
987, 22|1|45|32|18|, 32|1|45|18|18|1|22|1|1|22|22|1|22|45|18|32|22|32|18|18|32|18|22|18|1|32|18|18|32|22|18|45|32|32|1|32|1|22|32|1|45|45|1|32|22|45|18|32|22|32|
